"","3093HepFr","Gran532","3082Cit4C","NKpan1879","3045EDTAFr","NK8m2626","3021Cit4C","Tpan1754","3159EDTAFr","Th1702","Tc2615","NK16p2288","3082EDTARt","3676","2290","3045Cit4C","B1869","3451","Mono1972","3045EDTARt","NK8p2620","3675","3021CitFr","NKpan2241","Neut1148","Baso1832","Tc2637","3045EDTA4C","NKT2574","NK8m2299","2745","3696","3177EDTA80","Neut1145","3619","NK16p2590","3021EDTAFr","3082Cit80","3177HepFr","Mono1775","NK8p2621","3159HepFr","3268","3082EDTA4C","B2005","3159Hep80","NK16p2594","NKT2584","3177EDTAFr","Bpen","Treg2169","3093EDTA80","3159Hep4C","3093Hep80","3272","3082EDTA80","3177Cit80","B1681","3019","NK16m2608","2563","3082Hep80","NK16m2640","3093CitFr","Baso2477","Gpen","3045CitRt","Th2535","3093EDTAFr","Th1831","3093Cit80","Baso1915","3169","3159EDTARt","3093EDTARt","Th2611","NKT2613","NK8p2619","NKpan1850","NK16m2606","NK16m2578","Th2546","3021EDTA4C","Eos2272","3289","Tc1547","3082CitFr","NK16p2297","3159CitFr","3082EDTAFr","3045HepRt","3159Cit4C","NK8m4229","Baso1889","Eos2063","3021Hep80","3697","Gran1146","3682","3021HepRt","2120","STpen","3357","Treg2169","Gosis","3177CitFr","Treg1782","3685","3045HepFr","Tpan2294","NK8m2641","3221","3093HepRt","Tc2636","2367","3082Hep4C","Tpan1779","NormMix","3177Hep80","Mosis","3177HepRt","Neut2270","3045Cit80","2130","3045EDTA80","B1690","Neut0612","Tpan1612","3021CitRt","2806","Eos2275","NKT2572","Neut1147","Mono2639","3177EDTA4C","B1877","3021Cit80","3159EDTA80","3045CitFr","3396","NK8p2623","NKT2616","2570","3398","3159HepRt","2240","3699","3045Hep80","MTpen","3234","NKpan1869","3177CitRt","Gran1149","NK8m2631","3082HepRt","3177EDTARt","Tc2007","3159CitRt","Mono1993","3093Cit4C","Eos2042","3093CitRt","NKpan2510","3266","Gran1150","3021EDTA80","Baso2492","NK8p2614","3159EDTA4C","NK16m2577","3177Hep4C","Tpan1795","3305","3045Hep4C","Mono1827","2899","3021HepFr","NKpan2503","3159Cit80","3021Hep4C","3093EDTA4C","3082HepFr","3566","Gran2271","2016","3386","3177Cit4C","3021EDTARt","3093Hep4C","NK16p2589","3082CitRt","Treg2280"
"cg05044994",0.6407805,0.8558143,0.7513263,0.09502197,0.7775112,0.2060676,0.7266896,0.2407742,0.7215848,0.2237218,0.2390154,0.1122519,0.6924981,0.7999554,0.7649788,0.7658359,0.9371703,0.8543146,0.9392434,0.7438977,0.1794242,0.6271268,0.6533675,0.107043,0.8731767,0.9052889,0.2359758,0.7836771,0.3765216,0.1582215,0.8664816,0.7849599,0.6140825,0.8876342,0.8144075,0.1681113,0.7244261,0.6943024,0.597174,0.9356105,0.1614158,0.7927262,0.7893729,0.7289626,0.9359078,0.7547948,0.1544711,0.3780956,0.6530702,0.7236403,0.3076236,0.6651828,0.7574199,0.619763,0.7905821,0.7246448,0.6341315,0.9237624,0.7734359,0.218206,0.8558785,0.7057446,0.1952405,0.6591948,0.9071806,0.6098033,0.7683972,0.2287939,0.6472232,0.1665986,0.6708775,0.8938757,0.8105651,0.745229,0.5869194,0.2882968,0.2572837,0.1189933,0.1178052,0.1921616,0.1621886,0.2994424,0.7191368,0.9060229,0.8017333,0.2043925,0.7419958,0.1435028,0.7535169,0.6989308,0.7681282,0.7817184,0.1739098,0.8852717,0.9136432,0.6977001,0.7583783,0.8889731,0.7864946,0.68771,0.8927399,0.8520573,0.8146927,0.2906914,0.8311725,0.6155601,0.3133298,0.7995687,0.7730423,0.2028383,0.2441924,0.8443664,0.6223666,0.1992368,0.8792844,0.6932991,0.2151484,0.7769344,0.5956008,0.8235037,0.6081734,0.8934175,0.7622101,0.8047251,0.8037539,0.9188288,0.8855447,0.2850836,0.7064191,0.866601,0.904869,0.3011365,0.8919874,0.9529058,0.6490883,0.9430134,0.7001833,0.7844055,0.8145066,0.5407649,0.1171038,0.3354126,0.7875742,0.7328742,0.7417231,0.8229435,0.864971,0.7545066,0.8511643,0.8847591,0.1933526,0.5929863,0.8944072,0.1564748,0.7031506,0.6077033,0.2226116,0.7164071,0.9497616,0.6738249,0.9250439,0.6696193,0.1286511,0.7437078,0.8635353,0.6856896,0.9207222,0.1151424,0.757454,0.2051335,0.5985032,0.2597204,0.7307745,0.769918,0.956939,0.7532187,0.6386742,0.1702403,0.7289549,0.6402187,0.645959,0.6816711,0.6786918,0.775378,0.829335,0.7556967,0.5951731,0.6669387,0.5775054,0.1329473,0.6902384,0.3119376
"cg05106502",0.7278482,0.962922,0.8830364,0.03912222,0.9200273,0.07531843,0.7843133,0.03729327,0.8581613,0.04546459,0.02131387,0.02629621,0.8523424,0.8647419,0.8878488,0.9145618,0.5751484,0.9153268,0.9617574,0.9050696,0.04639249,0.5565341,0.7199395,0.04856591,0.9444874,0.9420547,0.03352777,0.9131911,0.1008519,0.1044253,0.932875,0.8548731,0.6843605,0.9688612,0.7908351,0.0255073,0.7813421,0.8676332,0.6875073,0.9399783,0.05039864,0.9010128,0.7576053,0.8537641,0.4983366,0.8749914,0.02059252,0.1975433,0.6950098,0.8011746,0.1204999,0.7169248,0.880704,0.7027978,0.8855817,0.8445024,0.698118,0.5965995,0.8673548,0.2198814,0.8943928,0.8338697,0.1414514,0.6975894,0.9715178,0.5708907,0.9088362,0.03605348,0.7143666,0.03591247,0.7052945,0.9730821,0.7605646,0.8519574,0.6583851,0.06103351,0.1258288,0.03207359,0.07014427,0.2098103,0.1154405,0.03072227,0.7720627,0.8384957,0.8708938,0.08013807,0.8579299,0.03356777,0.866042,0.8346699,0.9040183,0.8874491,0.0545036,0.9365465,0.9765221,0.7614242,0.8130895,0.9696796,0.6742046,0.7615579,0.9378709,0.9049747,0.8335249,0.05739366,0.9027453,0.6961186,0.03106644,0.8542975,0.9194887,0.03607886,0.2618531,0.8242139,0.7029523,0.03513206,0.9329101,0.8634418,0.04144419,0.8290291,0.6936263,0.8816217,0.6934797,0.967271,0.922063,0.834339,0.9186454,0.2815509,0.9726719,0.08950336,0.7369603,0.8895563,0.9788749,0.07253122,0.9782217,0.9697208,0.7199618,0.3267429,0.764421,0.8810216,0.929575,0.5186138,0.04536067,0.03697613,0.8668651,0.8950289,0.8724307,0.9006078,0.899676,0.9089378,0.9073002,0.939382,0.1430132,0.7047815,0.956821,0.115018,0.8121322,0.6702984,0.03930178,0.8646492,0.9659829,0.7059689,0.9767749,0.6740158,0.03975748,0.9107615,0.9653193,0.7749489,0.9543836,0.03808558,0.8714259,0.3312302,0.6456209,0.03271424,0.829046,0.9195219,0.9721705,0.8597379,0.7231765,0.06654409,0.8373393,0.6984087,0.661405,0.8370887,0.8059285,0.8666998,0.8500711,0.8015614,0.6752558,0.6967328,0.6657495,0.06620384,0.8213441,0.0291638
"cg05246522",0.8846043,0.9549036,0.894243,0.7604021,0.9296221,0.3324491,0.8517883,0.1996168,0.9219262,0.530006,0.5872467,0.6709219,0.892916,0.8930355,0.9260148,0.9235879,0.6856816,0.9496291,0.9642683,0.9181966,0.4061191,0.7685301,0.849703,0.7135423,0.961844,0.9309031,0.5681332,0.9266267,0.3539953,0.7379988,0.9469423,0.9194943,0.8255518,0.9644958,0.9296203,0.412506,0.8584289,0.8940966,0.8461421,0.9565055,0.5558038,0.9256684,0.886701,0.8875289,0.6857141,0.9319177,0.6259021,0.3671275,0.8248776,0.9069031,0.2926497,0.8710659,0.9296974,0.8743891,0.9178309,0.8935951,0.8452334,0.8183283,0.9287865,0.6997457,0.9435691,0.882614,0.6334904,0.8695828,0.9399031,0.8323237,0.9201941,0.3215722,0.8739706,0.5436851,0.8768927,0.9356417,0.8987036,0.9152555,0.8604587,0.2325703,0.2885543,0.7391929,0.6521834,0.5816313,0.5514008,0.2023622,0.8790448,0.8220521,0.9482474,0.4215225,0.9039108,0.6476437,0.9205065,0.8757254,0.9186079,0.9322861,0.5711483,0.9431975,0.8221273,0.8645005,0.8960202,0.9612138,0.9387909,0.8567076,0.9619125,0.9454287,0.9453011,0.2648489,0.9281323,0.8460535,0.1262719,0.9055591,0.938889,0.637596,0.6754178,0.94047,0.865876,0.540224,0.9446536,0.9005944,0.5301556,0.9265544,0.8584586,0.935095,0.8260932,0.9702798,0.9386102,0.89581,0.9401291,0.8637537,0.9643688,0.5380337,0.8588686,0.9498751,0.782733,0.2715577,0.9684694,0.9675907,0.8572156,0.8758525,0.8715748,0.9356821,0.9320742,0.7436414,0.6967744,0.1584347,0.9306841,0.9319203,0.9227509,0.9443263,0.9374775,0.9224271,0.9342242,0.9585316,0.727241,0.8626666,0.9619219,0.6414902,0.8904957,0.8249425,0.1343152,0.9189374,0.9700016,0.8831772,0.85682,0.8884007,0.6578172,0.9352207,0.9620288,0.8697128,0.9478248,0.6202142,0.9281251,0.5948433,0.8225857,0.5059952,0.9257195,0.9383748,0.9686318,0.8994526,0.8378466,0.7247876,0.9251039,0.8684915,0.8804808,0.8659193,0.8865411,0.9163969,0.9374071,0.8895149,0.825575,0.8236165,0.8665396,0.6363113,0.895978,0.1648482
"cg05338167",0.6620283,0.6446594,0.6014816,0.8237166,0.6721483,0.8775356,0.6922517,0.8351112,0.6277182,0.8496773,0.8865201,0.8777753,0.7016631,0.702754,0.6117765,0.7442622,0.7705585,0.6513239,0.6116919,0.6846979,0.9024217,0.7693698,0.7748842,0.8777368,0.6113933,0.8134118,0.8955342,0.676025,0.7474446,0.8274617,0.552062,0.6656205,0.7330419,0.58876,0.6648313,0.9003645,0.7308628,0.6298093,0.7395833,0.6089687,0.8870775,0.6270564,0.6642203,0.6459678,0.8259157,0.63714,0.8984303,0.8493553,0.7104164,0.6267225,0.8477508,0.6479815,0.627148,0.6520851,0.6254461,0.6287515,0.7129561,0.7690189,0.7291173,0.8515701,0.7372929,0.6950917,0.7873284,0.6307381,0.7392675,0.7852501,0.6501285,0.8265685,0.6689764,0.83899,0.6711907,0.7476629,0.6681926,0.6481593,0.6882663,0.9157739,0.8312936,0.8697931,0.8443607,0.8383411,0.8212837,0.9095122,0.7331455,0.6081047,0.630826,0.9173568,0.618778,0.8574222,0.6122029,0.6422693,0.7141621,0.6135132,0.8889015,0.8123444,0.7302179,0.6955228,0.7590759,0.6179612,0.6271201,0.7736173,0.5216119,0.5563044,0.4175815,0.901493,0.5901617,0.7592027,0.8876526,0.6567162,0.6642808,0.8929445,0.8711847,0.657591,0.6215919,0.8828466,0.5916443,0.715522,0.8847765,0.6587606,0.7331291,0.6729277,0.7033965,0.665357,0.6531789,0.614605,0.661118,0.8014676,0.5424041,0.7877762,0.7298445,0.6923164,0.8226178,0.8049841,0.5147958,0.6143166,0.6951845,0.738247,0.678816,0.6381878,0.6626745,0.6260384,0.9133593,0.8375882,0.7107933,0.6570793,0.6369612,0.6056737,0.6147395,0.6648947,0.5634523,0.6307781,0.7674803,0.7475734,0.5430759,0.8460487,0.686442,0.7821059,0.9297603,0.6119402,0.7164324,0.6237628,0.7707817,0.6395646,0.865184,0.6497905,0.6201233,0.7761385,0.729907,0.8792861,0.6415296,0.8326628,0.7344643,0.8911782,0.6795378,0.6328678,0.5857857,0.7499352,0.6924419,0.9516497,0.5932062,0.7318416,0.6603769,0.6756729,0.6650168,0.4583861,0.5722442,0.6327168,0.7312098,0.6680492,0.680292,0.8811752,0.6434423,0.8709674
"cg05826823",0.326302,0.2574607,0.3123819,0.5181163,0.2915039,0.4454352,0.3546254,0.4526623,0.3226618,0.6242366,0.5733031,0.508554,0.2788177,0.2282882,0.2747644,0.298245,0.5035375,0.2761032,0.4855939,0.3289152,0.4541557,0.3015617,0.3394572,0.5518566,0.2778187,0.1684797,0.5299505,0.2791402,0.4741034,0.5482138,0.3281647,0.3152025,0.37666,0.2251716,0.4363327,0.4742355,0.3512667,0.3098769,0.3520029,0.482269,0.4332241,0.3222538,0.3122617,0.3277656,0.6235943,0.276897,0.5952837,0.551777,0.3396049,0.3333976,0.4478736,0.3128607,0.3418267,0.3930229,0.3144837,0.3855374,0.3721898,0.548067,0.3347173,0.6115773,0.278414,0.3021303,0.5999013,0.3632433,0.2288933,0.5000189,0.2969185,0.5692694,0.3484944,0.5878075,0.3484694,0.221444,0.4484708,0.2935963,0.3220005,0.5118205,0.4281414,0.4414683,0.4943388,0.633387,0.6552126,0.4648217,0.3735601,0.2116791,0.3414051,0.5078133,0.3555247,0.5098969,0.3471435,0.3129065,0.3088863,0.321107,0.5087819,0.1974188,0.2025404,0.3079133,0.3506644,0.3040918,0.343098,0.3627878,0.2544711,0.3462611,0.2390625,0.4403766,0.2828997,0.316873,0.4634166,0.2544785,0.242856,0.5730515,0.4458729,0.2634416,0.3527622,0.5295864,0.3104039,0.3695597,0.6013375,0.2878721,0.4097489,0.3273411,0.3318191,0.2336442,0.2675688,0.3946635,0.2865141,0.5245053,0.2599508,0.500542,0.3360575,0.3123609,0.15482,0.4555907,0.2210112,0.4416031,0.3352422,0.5522209,0.313814,0.285002,0.2486435,0.3955063,0.4810565,0.3625855,0.2836249,0.2996002,0.2771205,0.2833048,0.3079819,0.328769,0.2698079,0.2763319,0.5428883,0.3506176,0.2917078,0.4707119,0.3158096,0.4192412,0.3591019,0.3158507,0.421262,0.3918605,0.2576066,0.3481782,0.4896778,0.3212605,0.2962546,0.3292578,0.2505375,0.5149581,0.2661597,0.6071489,0.357501,0.4204191,0.413593,0.2921986,0.4220563,0.3512118,0.3751744,0.5651017,0.3104814,0.3256215,0.3577229,0.3128778,0.2540604,0.281379,0.2605658,0.21767,0.3207475,0.3125294,0.3332644,0.4730824,0.330868,0.4535559
"cg05868799",0.1179642,0.04565171,0.1028926,0.04390319,0.08815298,0.0417977,0.1030821,0.2633909,0.09158159,0.2103287,0.2112219,0.03831409,0.1108327,0.07990383,0.07143143,0.09885543,0.03920107,0.04698712,0.03288759,0.08982346,0.05199248,0.1396552,0.1328975,0.05106326,0.03437022,0.03640414,0.1828423,0.08486179,0.1651047,0.06035568,0.03837407,0.08749082,0.1419768,0.02663662,0.1310934,0.03413288,0.1152002,0.07762232,0.1324266,0.02513398,0.07309135,0.09928159,0.09595398,0.09684192,0.04100724,0.0692036,0.02727581,0.2136727,0.1539485,0.08390947,0.2768943,0.1417339,0.07376913,0.1296737,0.0981026,0.09467772,0.1524819,0.03383236,0.1236837,0.03214147,0.06642956,0.09292699,0.03025578,0.128209,0.03032356,0.1124484,0.07297672,0.2643236,0.1217196,0.1988955,0.1365626,0.02817981,0.06228362,0.09190376,0.1062716,0.32713,0.2717193,0.04697704,0.04457904,0.03448349,0.03286862,0.2787004,0.1617638,0.02645928,0.06863631,0.2114806,0.05752105,0.06477646,0.1024996,0.0971204,0.1094306,0.07873781,0.0454241,0.05358104,0.03075002,0.1236252,0.1066426,0.0254249,0.127563,0.1334222,0.05235021,0.03711231,0.08088604,0.2660036,0.0648362,0.1386817,0.2549954,0.08583557,0.08300189,0.2160556,0.04896025,0.1158199,0.1035605,0.2215388,0.06698598,0.1154701,0.1879154,0.08447785,0.1414006,0.06581924,0.1452635,0.0288028,0.08801889,0.1377664,0.1238991,0.03130466,0.02904368,0.2144355,0.11128,0.08996357,0.03726507,0.2754738,0.02598908,0.02903166,0.1693146,0.03147294,0.1253957,0.05770053,0.09546121,0.09844314,0.04462047,0.2051985,0.07797922,0.06609056,0.09797578,0.08027595,0.07394224,0.06088692,0.04537149,0.05746946,0.03731478,0.1462791,0.02691401,0.0518218,0.1076635,0.175103,0.2718535,0.1040565,0.02805381,0.1140424,0.0525611,0.1081391,0.03436172,0.09068117,0.02834253,0.1201455,0.03220046,0.03595842,0.07918595,0.02873684,0.1336491,0.2221823,0.1543227,0.08903422,0.01936203,0.1249046,0.1232458,0.03974234,0.07425172,0.1362613,0.1148047,0.08195698,0.1492105,0.05469833,0.04434937,0.08605259,0.1046876,0.1045324,0.09993249,0.04715946,0.08136647,0.2152938
"cg06144905",0.1782968,0.1057363,0.1888982,0.1343802,0.1566543,0.2941307,0.2268745,0.3051363,0.1426726,0.248626,0.2949038,0.1335222,0.1687721,0.2141676,0.1437513,0.2011761,0.3393022,0.2331662,0.06145569,0.1502373,0.2490219,0.2817834,0.1931747,0.1889587,0.07490273,0.0789637,0.2127532,0.1640682,0.3550053,0.1350742,0.1142995,0.1875925,0.228594,0.09697667,0.2417346,0.1870916,0.2003873,0.1760284,0.2039365,0.05321642,0.4566087,0.1043606,0.3900211,0.1758722,0.3944511,0.1216883,0.126146,0.2281362,0.2062017,0.1541656,0.2955989,0.206634,0.1303951,0.223438,0.1311106,0.1931032,0.2173107,0.3228565,0.2476218,0.1371928,0.1413574,0.1783728,0.1002021,0.1882491,0.07734993,0.3081293,0.1503562,0.2264212,0.1823075,0.2831057,0.1915703,0.05741565,0.2647976,0.1402528,0.178104,0.277028,0.3657972,0.1688018,0.1065506,0.09282485,0.1271594,0.2455781,0.2572931,0.06877105,0.2489444,0.2952566,0.1191952,0.1044839,0.1713233,0.1638474,0.187823,0.1448927,0.1581012,0.1258451,0.08051477,0.2211212,0.2454504,0.08220289,0.1881465,0.2429929,0.07776163,0.1104845,0.4200223,0.2627716,0.1028465,0.1630745,0.2982678,0.1515101,0.1538721,0.3050411,0.1315531,0.2111446,0.1803043,0.219869,0.1015344,0.1347829,0.2640269,0.1560102,0.1947113,0.1453143,0.1756643,0.1063901,0.1568725,0.2093832,0.217443,0.2383434,0.1049363,0.2224981,0.2221795,0.178881,0.1040084,0.5105874,0.1330051,0.06515448,0.1758808,0.2861141,0.1921727,0.1460562,0.1389641,0.19384,0.2523962,0.3624208,0.1722295,0.1903992,0.1404737,0.1039589,0.1563827,0.1342415,0.135132,0.09559377,0.1925673,0.2235485,0.06141177,0.1080156,0.1400979,0.1917799,0.3256626,0.1316335,0.06308253,0.1997411,0.03399468,0.2022966,0.1475406,0.1877987,0.1122411,0.2401426,0.02448516,0.09690361,0.1015035,0.1317055,0.1646544,0.2964317,0.1048084,0.167707,0.02621972,0.2248213,0.1733619,0.08457353,0.07560284,0.1626807,0.2029695,0.1675706,0.1701829,0.09548321,0.1111576,0.09873439,0.140109,0.2146043,0.1435366,0.1007423,0.1350959,0.2284803
"cg06244417",0.4721475,0.3228053,0.3966884,0.6459367,0.3703654,0.6010869,0.4402092,0.56559,0.3912202,0.6654593,0.6167235,0.64926,0.422041,0.4241308,0.3658965,0.4024692,0.6652393,0.386977,0.4467595,0.3943329,0.5945917,0.4950669,0.4371654,0.6169254,0.3210583,0.7708068,0.6126045,0.418452,0.5467626,0.6863197,0.3476232,0.3884272,0.5001145,0.3458062,0.4457468,0.6060858,0.4411199,0.408844,0.4688836,0.5323197,0.6979315,0.3871372,0.4218315,0.419195,0.625918,0.3892006,0.6456722,0.6052899,0.4835315,0.3997358,0.5825148,0.4413039,0.3875359,0.4494968,0.3331744,0.4375561,0.4837161,0.6523368,0.4535292,0.693127,0.3811538,0.4449731,0.7045278,0.4468517,0.7807838,0.5488091,0.3839354,0.621299,0.4512456,0.6363115,0.4795533,0.6455156,0.4114348,0.4141424,0.4666086,0.5168687,0.4214815,0.6274046,0.605634,0.7190976,0.726083,0.5335707,0.4165475,0.6260153,0.3260545,0.5672592,0.4381093,0.6234725,0.3556974,0.3638041,0.3933045,0.4080365,0.6039292,0.6363693,0.6894416,0.4583425,0.4513583,0.3426943,0.3710368,0.4658925,0.3243183,0.3938273,0.288785,0.5773006,0.3628556,0.4673548,0.603774,0.3735653,0.3840842,0.6591499,0.6087302,0.4148694,0.4693827,0.6528955,0.3134473,0.4328245,0.6809228,0.4197451,0.4983315,0.3954106,0.4783826,0.286233,0.4039205,0.3885131,0.4715624,0.6875128,0.3415977,0.6204282,0.4828552,0.4249195,0.772737,0.5060833,0.2958928,0.507631,0.4558394,0.6675256,0.4603781,0.3987845,0.4005464,0.4279955,0.6528224,0.4517463,0.3727388,0.3990625,0.4073276,0.4029646,0.4781477,0.4232542,0.3848268,0.3137271,0.6098062,0.5168997,0.3486638,0.6897721,0.42247,0.4370027,0.5207209,0.3923809,0.5391767,0.4325751,0.6962691,0.388026,0.6569905,0.3565715,0.289963,0.4450418,0.7644648,0.740943,0.3941001,0.674271,0.4622213,0.6101723,0.4420319,0.3706647,0.4853989,0.3908051,0.402891,0.7309935,0.3593196,0.4344881,0.4591865,0.3981146,0.3939923,0.3264795,0.3210414,0.2449132,0.4313153,0.4251475,0.452444,0.6302329,0.4399272,0.5256435
"cg06394229",0.8318138,0.7000832,0.7822366,0.9333768,0.762305,0.9276634,0.7980905,0.926957,0.7302884,0.9463716,0.9521771,0.950618,0.7976705,0.7968869,0.7454357,0.7672537,0.8471192,0.6906957,0.7941299,0.7723421,0.9411498,0.8836703,0.8007669,0.9409411,0.6963367,0.2470621,0.9552006,0.7695004,0.9034073,0.9428724,0.6976053,0.8264843,0.8455681,0.6377025,0.8251709,0.947275,0.7929085,0.7735248,0.8479152,0.8075978,0.9435451,0.7483529,0.7338276,0.7661185,0.8775557,0.6935158,0.9450537,0.9265199,0.8497259,0.7641633,0.938016,0.8196869,0.7501948,0.8348057,0.7411189,0.7733718,0.8625422,0.8912232,0.7819028,0.9277489,0.7521939,0.7706994,0.9429037,0.8344179,0.3237136,0.89477,0.771679,0.9345906,0.8316842,0.9475605,0.832841,0.2047265,0.8267811,0.7485857,0.8269312,0.9449016,0.9038144,0.9384129,0.9275429,0.9434317,0.9407979,0.9382966,0.8317937,0.1187009,0.7273824,0.9266824,0.7986445,0.9478012,0.7325061,0.7536511,0.7672694,0.7498875,0.9378757,0.2073596,0.06853354,0.8233214,0.8016273,0.6798432,0.7943816,0.7841687,0.7257192,0.7575761,0.6284864,0.9431487,0.7337419,0.8329763,0.9508457,0.7378889,0.7666436,0.9521189,0.9253794,0.8014829,0.8402099,0.9555398,0.7420977,0.8004712,0.9615294,0.8113078,0.8653679,0.792072,0.8448929,0.7229912,0.7689342,0.7818061,0.7503808,0.9189992,0.7160805,0.942372,0.8172005,0.8071058,0.09901939,0.9249767,0.6856843,0.8147794,0.8499734,0.9249608,0.787097,0.7452973,0.7796524,0.7975781,0.9518297,0.9211152,0.8199711,0.7975891,0.7559626,0.7655212,0.7691022,0.7648458,0.8021339,0.7629385,0.9172024,0.8538091,0.739448,0.9248698,0.8058266,0.866084,0.9299181,0.7370898,0.8342171,0.8497819,0.07896617,0.801253,0.9472642,0.7762,0.698082,0.8222334,0.3509108,0.9494799,0.7588132,0.9434728,0.8563329,0.9470544,0.8030024,0.7323474,0.7876626,0.8389615,0.7687568,0.9563229,0.748744,0.7921248,0.8501861,0.7936205,0.7811189,0.6384768,0.7043537,0.6738522,0.8089362,0.7931697,0.8038905,0.9219434,0.7829746,0.9440059
"cg06407137",0.92714,0.935216,0.900145,0.9191716,0.9079535,0.9421059,0.878969,0.9425341,0.9469324,0.9603665,0.9442213,0.9620201,0.9297875,0.93936,0.9299639,0.9364783,0.9545724,0.9222172,0.6111488,0.928596,0.9319803,0.9123769,0.9361956,0.9641689,0.942292,0.9609925,0.9516389,0.9123144,0.9292803,0.9541652,0.9081565,0.9397272,0.9319304,0.9091108,0.9377032,0.9566055,0.9199887,0.9264063,0.9441835,0.5647663,0.9398248,0.9158597,0.9231187,0.891686,0.9506938,0.9396293,0.9556828,0.9557004,0.9489654,0.9330047,0.9401219,0.9273683,0.9110003,0.9343835,0.9204236,0.9139006,0.9381142,0.9732965,0.9131725,0.9493925,0.9464497,0.8923339,0.9573126,0.928395,0.9671927,0.9166447,0.9229666,0.937372,0.9251527,0.9504901,0.9370256,0.9558635,0.9432879,0.9144264,0.9441841,0.9611784,0.8242535,0.9417425,0.9362681,0.9581063,0.9629522,0.9486237,0.9388386,0.7950351,0.9280029,0.932753,0.9629103,0.9110036,0.9204243,0.8439918,0.9309617,0.9183727,0.9507023,0.8188124,0.8689851,0.9022996,0.9207817,0.9431579,0.9501278,0.911251,0.9265785,0.9235517,0.9166011,0.9662976,0.9401212,0.9360039,0.9736426,0.9297934,0.9212055,0.9602322,0.9406826,0.9238274,0.9493397,0.9564429,0.9270793,0.9258943,0.9573933,0.9415428,0.9472706,0.9046808,0.934898,0.95719,0.9156883,0.9346716,0.9206941,0.9690322,0.9507992,0.9487212,0.9260322,0.9173939,0.794771,0.9329212,0.9303426,0.6642345,0.9441234,0.9483595,0.9274299,0.9364031,0.936652,0.8705803,0.9600152,0.9315338,0.9302865,0.9315562,0.9305063,0.9349306,0.9453312,0.9026781,0.9009702,0.9289173,0.9239039,0.9321019,0.9572878,0.9610547,0.9367362,0.9419296,0.9367358,0.9215562,0.8212438,0.9497277,0.8157251,0.9420701,0.9609564,0.9188671,0.9522189,0.9428985,0.9720678,0.9646856,0.9339302,0.9647695,0.9492155,0.9490362,0.9328216,0.9193695,0.7017973,0.9450555,0.9359093,0.9715077,0.9367825,0.9371392,0.9416519,0.9225022,0.9345655,0.813651,0.906642,0.8315983,0.9495751,0.9179925,0.9502187,0.9482076,0.943264,0.9464191
"cg06495803",0.8142859,0.9467211,0.8723369,0.5177714,0.8943756,0.612179,0.834738,0.3981291,0.8573434,0.4061485,0.3100288,0.7337521,0.873677,0.8617237,0.9105639,0.9032516,0.3765508,0.92339,0.953549,0.8866132,0.6243999,0.7669582,0.8345497,0.6936679,0.952214,0.942792,0.2820583,0.8970675,0.5908026,0.5769987,0.9250935,0.9030558,0.766486,0.9490262,0.871559,0.6064643,0.8223475,0.8635566,0.7568911,0.9318049,0.6262255,0.8625272,0.8373482,0.8650953,0.4725118,0.8636414,0.7255141,0.4915308,0.7717918,0.8672119,0.4320226,0.81169,0.8811011,0.7874948,0.8996031,0.8558505,0.7801537,0.5563676,0.5471241,0.2212496,0.9343817,0.8527291,0.2024533,0.8071604,0.935042,0.7496427,0.889552,0.4741769,0.8167575,0.3600351,0.815702,0.9248888,0.8567915,0.8507774,0.777528,0.5148385,0.5431095,0.7002791,0.5976151,0.1552725,0.1578384,0.5089185,0.8537209,0.9387701,0.9040068,0.3647034,0.9085723,0.7118428,0.8517373,0.8290807,0.8800179,0.886481,0.6785827,0.9295321,0.9457775,0.8415174,0.850099,0.9507716,0.8672796,0.8181933,0.9312391,0.9214699,0.897841,0.3943797,0.9117149,0.7737488,0.4122569,0.8973736,0.9098977,0.4456755,0.6021802,0.8996082,0.7977261,0.2645604,0.9279598,0.869468,0.3705423,0.8848863,0.7934213,0.895232,0.7618495,0.9289434,0.9016757,0.8986375,0.8942088,0.6587028,0.9472502,0.3866605,0.8334625,0.9260275,0.9445007,0.5845575,0.9467242,0.9518039,0.7751259,0.6144063,0.8427879,0.8791419,0.9048417,0.7098089,0.6231385,0.3820967,0.9039469,0.9052867,0.8607253,0.9003317,0.9141626,0.8827263,0.9119418,0.9028981,0.5983154,0.7683582,0.9535668,0.6533126,0.8575729,0.7672809,0.2608365,0.8364239,0.9511456,0.8117882,0.939723,0.7905948,0.6317465,0.8932709,0.9533917,0.853181,0.9111627,0.6004685,0.8840544,0.1930923,0.7476915,0.3997538,0.8938693,0.8905365,0.9540282,0.8857573,0.8076663,0.696305,0.8539854,0.8295386,0.8174905,0.851109,0.8686747,0.8821048,0.9197531,0.8563871,0.764278,0.7939203,0.8083221,0.6347441,0.854009,0.4234438
